id,name,category,district,area,default,flag,hash,detection,note
1310123,GridLeak - Anchor 037,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb7AFDD58C-8A59-4C24-8994-757DB62B4CD5,0x3B1D95DB,record present with value >= 1 (any ProgressionManagerData section),
1310124,GridLeak - Anchor 038,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb7DA8AA40-C1D1-45EE-A73F-F8894994F117,0xF30272BB,record present with value >= 1 (any ProgressionManagerData section),
1310125,GridLeak - Anchor 039,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb7FAD4E52-66DA-4927-A2E9-44B2012B119F,0xE3C5F000,record present with value >= 1 (any ProgressionManagerData section),
1310126,GridLeak - Anchor 040,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb82301606-1F2B-4020-9BC8-9FA2EF98C816,0x5A3D6AE5,record present with value >= 1 (any ProgressionManagerData section),
1310127,GridLeak - Anchor 041,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb862C74AB-82B4-4A32-BDEE-4E56F22C75A9,0x42AC76C2,record present with value >= 1 (any ProgressionManagerData section),
1310128,GridLeak - Anchor 042,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb8794ADE8-BA63-4F3D-BD22-F98AC3DD1E49,0x0F63242E,record present with value >= 1 (any ProgressionManagerData section),
1310129,GridLeak - Anchor 043,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb87B3416D-C7C5-4566-9A9D-F9EF7C8B248B,0xF78DE9BF,record present with value >= 1 (any ProgressionManagerData section),
1310130,GridLeak - Anchor 044,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb880928A3-5451-4922-A5F6-E0029C53C79D,0xD0BA0521,record present with value >= 1 (any ProgressionManagerData section),
1310131,GridLeak - Anchor 045,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb91869B42-B780-433C-888B-E6FBD440ED5A,0x1BCF7B83,record present with value >= 1 (any ProgressionManagerData section),
1310132,GridLeak - Anchor 046,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb9320FAFF-B35D-421A-925C-EA61E84A9ADD,0x92438BC9,record present with value >= 1 (any ProgressionManagerData section),
1310133,GridLeak - Anchor 047,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb95A715B2-8A94-4CD0-9E23-23588F407CA5,0x78361A0C,record present with value >= 1 (any ProgressionManagerData section),
1310134,GridLeak - Anchor 048,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb95B53EE1-72A9-4D7B-8428-5F7FE9B4FFE6,0xF842D6C2,record present with value >= 1 (any ProgressionManagerData section),
1310135,GridLeak - Anchor 049,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrb996702C1-45B6-4622-92A4-AA435B909276,0x5D3DB395,record present with value >= 1 (any ProgressionManagerData section),
1310136,GridLeak - Anchor 050,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbA3F726D0-32BC-4400-AF37-A50B8689D872,0x618C723E,record present with value >= 1 (any ProgressionManagerData section),
1310137,GridLeak - Anchor 051,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbA7805A7F-F8F5-4E7E-A157-CDE2FA446DC9,0xF1EC5726,record present with value >= 1 (any ProgressionManagerData section),
1310138,GridLeak - Anchor 052,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbAA1223DE-1B28-4051-BEB6-BE2D71D876B2,0x73A4022D,record present with value >= 1 (any ProgressionManagerData section),
1310139,GridLeak - Anchor 053,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbABC1988B-3BA0-4FFC-8E6E-9CA3BE34395B,0x18B7F018,record present with value >= 1 (any ProgressionManagerData section),
1310140,GridLeak - Anchor 054,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbAE814204-719A-4C99-B3B8-B512BD9DDE55,0x018FAD9D,record present with value >= 1 (any ProgressionManagerData section),
1310141,GridLeak - Anchor 055,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbB06C3E4E-08E1-4C83-8D31-48157864B4CC,0xCF7752D3,record present with value >= 1 (any ProgressionManagerData section),
1310142,GridLeak - Anchor 056,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbB67E0EBB-6591-4765-B1E7-ED6E10962FFE,0x82CFBE2C,record present with value >= 1 (any ProgressionManagerData section),
1310143,GridLeak - Anchor 057,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbBCFD5AB2-4587-4D70-B2AB-9FC21BBEBBA8,0x6BDD7D90,record present with value >= 1 (any ProgressionManagerData section),
1310144,GridLeak - Anchor 058,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbBEB4564A-06C3-4ED9-8659-70ED8709570C,0x6A3E6010,record present with value >= 1 (any ProgressionManagerData section),
1310145,GridLeak - Anchor 059,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbC08AE900-4F5A-43F0-B8EF-F391873C0A96,0xD5BFC09A,record present with value >= 1 (any ProgressionManagerData section),
1310146,GridLeak - Anchor 060,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbC27CF0AC-66EC-4D74-A3BE-E54A9588922E,0xDC1A419A,record present with value >= 1 (any ProgressionManagerData section),
1310147,GridLeak - Anchor 061,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbC2E43FDC-0E6B-4786-B11E-FE56409E6EF9,0xA8339953,record present with value >= 1 (any ProgressionManagerData section),
1310148,GridLeak - Anchor 062,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbC44D234F-199A-47C5-984F-4DCAD8B3EA95,0xB9CA7F4B,record present with value >= 1 (any ProgressionManagerData section),
1310149,GridLeak - Anchor 063,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbC49A9B72-3FAC-4BF2-96CD-4C9F5ED561A5,0x982887E8,record present with value >= 1 (any ProgressionManagerData section),
1310150,GridLeak - Anchor 064,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbD23153A2-517B-4DD3-83F6-D96C674F392F,0xFF411397,record present with value >= 1 (any ProgressionManagerData section),
1310151,GridLeak - Anchor 065,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbD2DD823B-D778-4EFA-8CCD-B3E209F6C3D9,0x6D92B8F7,record present with value >= 1 (any ProgressionManagerData section),
1310152,GridLeak - Anchor 066,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbD45CED2D-5D06-40A2-B6FF-96D280C9C7B2,0x9D2B8354,record present with value >= 1 (any ProgressionManagerData section),
1310153,GridLeak - Anchor 067,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbD72199FA-5028-42CE-9ACB-92DC4B9FACEB,0x1321183F,record present with value >= 1 (any ProgressionManagerData section),
1310154,GridLeak - Anchor 068,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbD750615A-F534-4A58-A4AB-C705B7D42078,0x5110C758,record present with value >= 1 (any ProgressionManagerData section),
1310155,GridLeak - Anchor 069,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbD852EF53-952D-417F-85BF-35BFE7F953A7,0x12D1DFD8,record present with value >= 1 (any ProgressionManagerData section),
1310156,GridLeak - Anchor 070,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbD9C8A7D1-B162-45D3-A0CD-7F19A03CD9C8,0x303B95D2,record present with value >= 1 (any ProgressionManagerData section),
1310157,GridLeak - Anchor 071,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbDF8E6F32-F9EB-4A31-9AA6-E15A9A92BB0F,0x1C0BB295,record present with value >= 1 (any ProgressionManagerData section),
1310158,GridLeak - Anchor 072,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbE10D5BC8-461E-43A3-AD63-DF13BE6BA815,0x2DCE853F,record present with value >= 1 (any ProgressionManagerData section),
1310159,GridLeak - Anchor 073,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbE178E30B-0F22-4866-AE1E-36624E200B5D,0xBBC9B2BA,record present with value >= 1 (any ProgressionManagerData section),
1310160,GridLeak - Anchor 074,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbE1CF228C-6702-4F7D-BD3C-6321234E29B2,0x33513BCD,record present with value >= 1 (any ProgressionManagerData section),
1310161,GridLeak - Anchor 075,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbE5D24562-EBAE-46EE-9B9D-8DD301BE408A,0x93004B4A,record present with value >= 1 (any ProgressionManagerData section),
1310162,GridLeak - Anchor 076,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbE8F87BF3-7E14-4E52-8266-41FE8D87A4A9,0x719E0EEE,record present with value >= 1 (any ProgressionManagerData section),
1310163,GridLeak - Anchor 077,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbEE013EF0-2D86-450F-813B-AC38787E0828,0x1833E27E,record present with value >= 1 (any ProgressionManagerData section),
1310164,GridLeak - Anchor 078,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbEE15FC51-5AFB-4131-8847-9177C11942D5,0xC31EECEA,record present with value >= 1 (any ProgressionManagerData section),
1310165,GridLeak - Anchor 079,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbF09DC856-2AFA-44A5-B2E1-8032BB97A4B5,0x70A5476C,record present with value >= 1 (any ProgressionManagerData section),
1310166,GridLeak - Anchor 080,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbF1E822E8-FC63-42BA-AA9D-61714B3D6FB8,0xF31FDA3B,record present with value >= 1 (any ProgressionManagerData section),
1310167,GridLeak - Anchor 081,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbF662384D-529D-4A94-9D04-D72790A83F75,0x5DD42D9B,record present with value >= 1 (any ProgressionManagerData section),
1310168,GridLeak - Anchor 082,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbFA05B33B-1B3E-471D-9B0B-22813697877F,0xFF5E671A,record present with value >= 1 (any ProgressionManagerData section),
1310169,GridLeak - Anchor 083,GridLeak,Anchor,,True,AnchorGridLeaks_AnchorCompulsionOrbFC381FDE-478B-472D-8AA2-4E7E232B709E,0x20437309,record present with value >= 1 (any ProgressionManagerData section),
1310170,GridLeak - The View 001,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb00A2CA7B-1204-4008-81D5-FC116B8ACD89,0x3DEBB6A7,record present with value >= 1 (any ProgressionManagerData section),
1310171,GridLeak - The View 002,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb04D4E6E3-FF10-49D6-8A94-E8FF73D96C2D,0x2D8610A2,record present with value >= 1 (any ProgressionManagerData section),
1310172,GridLeak - The View 003,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb096D406B-52FE-4A13-B3F6-ED044E01BAA9,0x4331FC29,record present with value >= 1 (any ProgressionManagerData section),
1310173,GridLeak - The View 004,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb0C8DA1AF-2A64-4E81-8BB2-A226A478C474,0x7CD1573C,record present with value >= 1 (any ProgressionManagerData section),
1310174,GridLeak - The View 005,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb0DAB9C79-DC87-4FC8-BF5A-729DF50A8767,0x5A6E6B18,record present with value >= 1 (any ProgressionManagerData section),
1310175,GridLeak - The View 006,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb127A13A4-4DF2-453B-8B2A-32DE5D2EB939,0xDA69C656,record present with value >= 1 (any ProgressionManagerData section),
1310176,GridLeak - The View 007,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb1998CD84-30BB-483F-9D23-0B84D163C7BE,0x39CF66C7,record present with value >= 1 (any ProgressionManagerData section),
1310177,GridLeak - The View 008,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb1A64D693-106B-4FDC-92D1-ED5306A2FFB3,0x53270349,record present with value >= 1 (any ProgressionManagerData section),
1310178,GridLeak - The View 009,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb2075176B-2D61-4F53-A10B-2DE2D9678E34,0xBDA78AAC,record present with value >= 1 (any ProgressionManagerData section),
1310179,GridLeak - The View 010,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb21041F3B-65DC-4F3C-BC08-326E73F3A509,0x9591652E,record present with value >= 1 (any ProgressionManagerData section),
1310180,GridLeak - The View 011,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb2A1BC1B9-98EF-4D0A-B0AE-6C420899C128,0xA9D952E1,record present with value >= 1 (any ProgressionManagerData section),
1310181,GridLeak - The View 012,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb2A5D0CF2-6AFF-494C-9DE0-4B26125F0821,0xEDDD27B7,record present with value >= 1 (any ProgressionManagerData section),
1310182,GridLeak - The View 013,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb2E87779F-23C8-4E9F-BDBB-33461814707D,0x7D27E911,record present with value >= 1 (any ProgressionManagerData section),
1310183,GridLeak - The View 014,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb335C766D-0EE0-4937-86AC-A56E30CC9F74,0xB3894EA6,record present with value >= 1 (any ProgressionManagerData section),
1310184,GridLeak - The View 015,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb37056A35-F4A8-4245-982A-FC0D8BCB65EC,0xACA316DF,record present with value >= 1 (any ProgressionManagerData section),
1310185,GridLeak - The View 016,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb378755DC-8FFC-4B91-A36E-A75B140CBDE3,0xDD85F731,record present with value >= 1 (any ProgressionManagerData section),
1310186,GridLeak - The View 017,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb42931D7C-82B5-4CD2-8418-72B8DE4DD136,0x27C8F874,record present with value >= 1 (any ProgressionManagerData section),
1310187,GridLeak - The View 018,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb473B2F1C-E554-41FC-A572-BFEEA0DA3A6F,0x80626D18,record present with value >= 1 (any ProgressionManagerData section),
1310188,GridLeak - The View 019,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb49C01F2C-14F7-40A3-A310-4C5D388D75C2,0x0614B5D5,record present with value >= 1 (any ProgressionManagerData section),
1310189,GridLeak - The View 020,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb49F71C6C-00A5-4700-B2F0-BEFA95696A5D,0xFA1B2E31,record present with value >= 1 (any ProgressionManagerData section),
1310190,GridLeak - The View 021,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb4CF28932-930E-44B9-AE43-3EE6F98040AB,0x1A9C3C0F,record present with value >= 1 (any ProgressionManagerData section),
1310191,GridLeak - The View 022,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb4D1E6811-329B-4BE4-9C6D-5F95C3496E14,0x6F898735,record present with value >= 1 (any ProgressionManagerData section),
1310192,GridLeak - The View 023,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb4FA2A9D5-27D5-4D98-9573-69BF70C7B0F0,0xA5BAB367,record present with value >= 1 (any ProgressionManagerData section),
1310193,GridLeak - The View 024,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb533D6AF5-693F-4CB4-B59F-79F6B163DC46,0x48BE5E15,record present with value >= 1 (any ProgressionManagerData section),
1310194,GridLeak - The View 025,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb5BA67DF0-ABBC-4F61-9684-1BD31CC2F2A3,0x6CD646CE,record present with value >= 1 (any ProgressionManagerData section),
1310195,GridLeak - The View 026,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb5F183CA7-CED1-418C-9256-585A4F9036ED,0x83F317E1,record present with value >= 1 (any ProgressionManagerData section),
1310196,GridLeak - The View 027,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb66109703-C190-4A45-8AB2-DEE5BF6EBE72,0x23734CB0,record present with value >= 1 (any ProgressionManagerData section),
1310197,GridLeak - The View 028,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb6954C0A6-9D3F-4537-9886-77CCE407C285,0x0DE0797C,record present with value >= 1 (any ProgressionManagerData section),
1310198,GridLeak - The View 029,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb6AB3CEEE-8C7D-4936-9054-BD6A93A47AF2,0xA2BF591A,record present with value >= 1 (any ProgressionManagerData section),
1310199,GridLeak - The View 030,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb6D3FCCDA-0F0E-48DB-8996-DE931F61216E,0x4D2B9930,record present with value >= 1 (any ProgressionManagerData section),
1310200,GridLeak - The View 031,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb762BC913-BFC1-40B1-8F6A-1C91264F1633,0x1C937114,record present with value >= 1 (any ProgressionManagerData section),
1310201,GridLeak - The View 032,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb77597F76-60A0-4DA6-A86B-365B641F9C9F,0xEF4CD0BD,record present with value >= 1 (any ProgressionManagerData section),
1310202,GridLeak - The View 033,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb7A1B6608-520A-4DFB-B50A-C760C82AF3BA,0xAAE9B55B,record present with value >= 1 (any ProgressionManagerData section),
1310203,GridLeak - The View 034,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb7A2CD70B-92FF-4E0C-892E-7001DAF2B723,0xF8B716C4,record present with value >= 1 (any ProgressionManagerData section),
1310204,GridLeak - The View 035,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb7C1A398E-C31D-467E-B9AE-532FAA0DF11B,0x6C2351C5,record present with value >= 1 (any ProgressionManagerData section),
1310205,GridLeak - The View 036,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb7C1B4CCC-C88D-4558-B801-AAFE42AE15BE,0x83833F7C,record present with value >= 1 (any ProgressionManagerData section),
1310206,GridLeak - The View 037,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb7D7318E4-28EE-4019-A5FA-93588A0BCFEF,0x4F3C4D0E,record present with value >= 1 (any ProgressionManagerData section),
1310207,GridLeak - The View 038,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb8403FC65-CAEA-490B-BAF8-8637A42F3FBB,0x6D86584D,record present with value >= 1 (any ProgressionManagerData section),
1310208,GridLeak - The View 039,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb84839C8B-7365-4BBA-8FA7-B8899ACAA771,0x8B5D91F2,record present with value >= 1 (any ProgressionManagerData section),
1310209,GridLeak - The View 040,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb89CFAB8D-29B5-4738-BC05-8114F277D99C,0xD757A04A,record present with value >= 1 (any ProgressionManagerData section),
1310210,GridLeak - The View 041,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb8C4FAC95-0803-4576-985A-E6C6991B4D12,0x53063501,record present with value >= 1 (any ProgressionManagerData section),
1310211,GridLeak - The View 042,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb8D31FD36-D048-497E-8A49-B1140150B584,0xE74F9D9D,record present with value >= 1 (any ProgressionManagerData section),
1310212,GridLeak - The View 043,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb974361DE-CA2B-48D0-B36C-E2310332BD45,0x20042CEF,record present with value >= 1 (any ProgressionManagerData section),
1310213,GridLeak - The View 044,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb983622B9-3F5B-44B2-A830-A2C212FA785F,0xEA7EF093,record present with value >= 1 (any ProgressionManagerData section),
1310214,GridLeak - The View 045,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb9D9669F7-738C-4AAB-A80B-FCFFAA141C18,0x1AB92D6B,record present with value >= 1 (any ProgressionManagerData section),
1310215,GridLeak - The View 046,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrb9E8565C1-C0A5-4DC7-9F26-74555CE63DE0,0xC2C3C102,record present with value >= 1 (any ProgressionManagerData section),
1310216,GridLeak - The View 047,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbA12A9F88-5E7C-4894-ACF2-36A9319A5FE0,0x2B7CB5B0,record present with value >= 1 (any ProgressionManagerData section),
1310217,GridLeak - The View 048,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbA319D254-DD36-46B7-AD83-CACFEAF3E99F,0xA45DD85A,record present with value >= 1 (any ProgressionManagerData section),
1310218,GridLeak - The View 049,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbA60E4F1E-8BBC-48B2-83A4-581A6CD452FD,0x9EE4731E,record present with value >= 1 (any ProgressionManagerData section),
1310219,GridLeak - The View 050,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbA676E98A-777B-4DE0-9B8A-6A24BDC5DE29,0x67E93114,record present with value >= 1 (any ProgressionManagerData section),
1310220,GridLeak - The View 051,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbA98DB7C1-2541-42D5-A75C-7B327906E4D8,0x62853639,record present with value >= 1 (any ProgressionManagerData section),
1310221,GridLeak - The View 052,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbAA6292A7-0832-45CF-8B01-51F0209F97B7,0xD90AACC5,record present with value >= 1 (any ProgressionManagerData section),
1310222,GridLeak - The View 053,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbABD661EA-8DF5-436F-BCA0-4E0053FDA6F5,0x66B12C75,record present with value >= 1 (any ProgressionManagerData section),
1310223,GridLeak - The View 054,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbAE6D9D1B-6D4A-4A69-859B-9B33C98EFB7B,0x00575D20,record present with value >= 1 (any ProgressionManagerData section),
1310224,GridLeak - The View 055,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbAF5ABCF2-B35C-4EFD-BEA3-4493A921A360,0xAEB6651C,record present with value >= 1 (any ProgressionManagerData section),
1310225,GridLeak - The View 056,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbB2DCB354-A773-4D50-BAAF-DC2F23798834,0xA4859961,record present with value >= 1 (any ProgressionManagerData section),
1310226,GridLeak - The View 057,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbB5C18981-B550-437F-A3D5-55489EC5C7E4,0xBC91ECB7,record present with value >= 1 (any ProgressionManagerData section),
1310227,GridLeak - The View 058,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbB8F82704-BAFE-4391-94A3-DDE5D2E8373B,0xC42DED05,record present with value >= 1 (any ProgressionManagerData section),
1310228,GridLeak - The View 059,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbC331A6D6-9C06-497F-AE72-6AA86A04E656,0x72FD6225,record present with value >= 1 (any ProgressionManagerData section),
1310229,GridLeak - The View 060,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbC4BA8E79-65B6-4EC2-BA20-1A27D7320749,0x8A58F622,record present with value >= 1 (any ProgressionManagerData section),
1310230,GridLeak - The View 061,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbC5F99637-655C-417A-B25C-F14AECC8D9EC,0xFB02AA78,record present with value >= 1 (any ProgressionManagerData section),
1310231,GridLeak - The View 062,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbCD103F57-2795-4B6C-8820-2C005C371077,0x5A1560C5,record present with value >= 1 (any ProgressionManagerData section),
1310232,GridLeak - The View 063,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbCE0EDADB-E277-4FDD-A227-FCA0CE13A912,0x55DED0B6,record present with value >= 1 (any ProgressionManagerData section),
1310233,GridLeak - The View 064,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbCE340665-FAB8-4C43-B627-628A144E5567,0x53CE21CE,record present with value >= 1 (any ProgressionManagerData section),
1310234,GridLeak - The View 065,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbD0E15D36-8F75-42A9-8176-4E6DDBCA17B9,0xCBB5743A,record present with value >= 1 (any ProgressionManagerData section),
1310235,GridLeak - The View 066,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbD731D89F-AF4D-463B-87F2-DAC1EFD3E2D2,0xE5360B51,record present with value >= 1 (any ProgressionManagerData section),
1310236,GridLeak - The View 067,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbD806FDBD-1D68-4BD7-8C6E-5FEA2E619BA0,0x379EEFBB,record present with value >= 1 (any ProgressionManagerData section),
1310237,GridLeak - The View 068,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbDB1A71D2-1637-422E-8CE6-F6825F30AD1D,0xD3869878,record present with value >= 1 (any ProgressionManagerData section),
1310238,GridLeak - The View 069,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbDB2C031A-163A-4F2F-AE13-835F25A347D7,0x736B7F32,record present with value >= 1 (any ProgressionManagerData section),
1310239,GridLeak - The View 070,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbDE59C52A-BED1-4823-8254-B635476A8589,0x177543E8,record present with value >= 1 (any ProgressionManagerData section),
1310240,GridLeak - The View 071,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbE1189B1A-D55D-4926-8B4B-50D85EDCA8B6,0x21A1678E,record present with value >= 1 (any ProgressionManagerData section),
1310241,GridLeak - The View 072,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbE5940ECF-D157-4C84-B17C-B836B7AB8919,0x77629EB8,record present with value >= 1 (any ProgressionManagerData section),
1310242,GridLeak - The View 073,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbEB85D729-23E9-464A-BB4B-A91BA635005B,0xEA3C0A3D,record present with value >= 1 (any ProgressionManagerData section),
1310243,GridLeak - The View 074,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbEC2007C6-7FA2-45ED-80A5-20826EA5CAED,0xF6B2B01A,record present with value >= 1 (any ProgressionManagerData section),
1310244,GridLeak - The View 075,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbEC9B5F1D-71FA-4D8E-B768-98FA6523ED6A,0xC5769420,record present with value >= 1 (any ProgressionManagerData section),
1310245,GridLeak - The View 076,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbEF9782D8-93FC-469F-B800-3D0902E4C34D,0x2FB40700,record present with value >= 1 (any ProgressionManagerData section),
1310246,GridLeak - The View 077,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbF8C416A5-B914-4DCD-8944-86AE3664A311,0x5C7EA4F3,record present with value >= 1 (any ProgressionManagerData section),
1310247,GridLeak - The View 078,GridLeak,The View,,True,TheViewGridLeaks_TheViewCompulsionOrbFE8AD78F-F422-4EB0-8869-D89374A7BAD2,0x822D6BC1,record present with value >= 1 (any ProgressionManagerData section),
